Height_mm,Area_mm2,X_centroid_translated,Y_centroid_translated,FARO_major_angle_X,FARO_minor_angle_Y,Aligned_major_angle_X,Aligned_minor_angle_Y,Major_axis_change,Minor_axis_change,Major_axis_change_str,Minor_axis_change_str,Translation_X,Translation_Y
1664,220747.73,-7.4458,16.2718,77.91,77.91,0.06,0.06,77.85,77.85,77.91→0.06 (Δ=77.85),77.91→0.06 (Δ=77.85),65.85,253.98
1665,221565.61,-7.0451,16.2521,77.94,77.94,0.02,0.02,77.92,77.92,77.94→0.02 (Δ=77.92),77.94→0.02 (Δ=77.92),65.85,253.98
1666,221591.16,-6.8933,16.1928,77.13,77.13,0.84,0.84,76.29,76.29,77.13→0.84 (Δ=76.29),77.13→0.84 (Δ=76.29),65.85,253.98
1667,221093.06,-7.1008,16.1218,78.05,78.05,0.08,0.08,77.97,77.97,78.05→0.08 (Δ=77.97),78.05→0.08 (Δ=77.97),65.85,253.98
1668,221349.67,-6.6219,16.2138,78.17,78.17,0.21,0.21,77.97,77.97,78.17→0.21 (Δ=77.97),78.17→0.21 (Δ=77.97),65.85,253.98
1669,221198.32,-6.2509,16.0987,78.57,78.57,0.6,0.6,77.97,77.97,78.57→0.60 (Δ=77.97),78.57→0.60 (Δ=77.97),65.85,253.98
1670,220741.73,-5.5664,16.1363,76.86,76.86,1.1,1.1,75.76,75.76,76.86→1.10 (Δ=75.76),76.86→1.10 (Δ=75.76),65.85,253.98
1671,220190.97,-5.3664,16.1267,78.02,78.02,0.05,0.05,77.97,77.97,78.02→0.05 (Δ=77.97),78.02→0.05 (Δ=77.97),65.85,253.98
1672,219809.39,-4.9609,16.2776,78.35,78.35,0.38,0.38,77.97,77.97,78.35→0.38 (Δ=77.97),78.35→0.38 (Δ=77.97),65.85,253.98
1673,218691.45,-5.255,16.4464,79.02,79.02,1.06,1.06,77.97,77.97,79.02→1.06 (Δ=77.97),79.02→1.06 (Δ=77.97),65.85,253.98
1674,217722.49,-5.3638,16.6334,79.06,79.06,1.09,1.09,77.97,77.97,79.06→1.09 (Δ=77.97),79.06→1.09 (Δ=77.97),65.85,253.98
1675,217145.01,-5.6913,16.5146,76.98,76.98,0.98,0.98,76.0,76.0,76.98→0.98 (Δ=76.00),76.98→0.98 (Δ=76.00),65.85,253.98
1676,217170.56,-5.8457,16.9524,76.38,76.38,1.59,1.59,74.79,74.79,76.38→1.59 (Δ=74.79),76.38→1.59 (Δ=74.79),65.85,253.98
1677,217403.54,-6.3722,16.4464,77.48,77.48,0.49,0.49,76.99,76.99,77.48→0.49 (Δ=76.99),77.48→0.49 (Δ=76.99),65.85,253.98
1678,217401.51,-6.9749,16.2852,76.38,76.38,1.58,1.58,74.8,74.8,76.38→1.58 (Δ=74.80),76.38→1.58 (Δ=74.80),65.85,253.98
1679,218255.21,-6.9528,16.3083,77.38,77.38,0.59,0.59,76.78,76.78,77.38→0.59 (Δ=76.78),77.38→0.59 (Δ=76.78),65.85,253.98
1680,217565.37,-7.1415,16.281,77.96,77.96,0.01,0.01,77.95,77.95,77.96→0.01 (Δ=77.95),77.96→0.01 (Δ=77.95),65.85,253.98
1681,218231.76,-6.6936,16.1244,77.62,77.62,0.34,0.34,77.28,77.28,77.62→0.34 (Δ=77.28),77.62→0.34 (Δ=77.28),65.85,253.98
1682,217929.59,-6.5495,16.0865,78.08,78.08,0.11,0.11,77.97,77.97,78.08→0.11 (Δ=77.97),78.08→0.11 (Δ=77.97),65.85,253.98
1683,218379.12,-6.7715,16.3885,76.7,76.7,1.27,1.27,75.43,75.43,76.70→1.27 (Δ=75.43),76.70→1.27 (Δ=75.43),65.85,253.98
1684,217875.98,-5.954,16.3363,79.11,79.11,1.14,1.14,77.97,77.97,79.11→1.14 (Δ=77.97),79.11→1.14 (Δ=77.97),65.85,253.98
1685,217822.13,-6.0976,16.4289,77.9,77.9,0.07,0.07,77.83,77.83,77.90→0.07 (Δ=77.83),77.90→0.07 (Δ=77.83),65.85,253.98
1686,216919.13,-6.0516,16.4045,76.95,76.95,1.02,1.02,75.92,75.92,76.95→1.02 (Δ=75.92),76.95→1.02 (Δ=75.92),65.85,253.98
1687,216609.24,-5.3371,16.9685,77.55,77.55,0.42,0.42,77.13,77.13,77.55→0.42 (Δ=77.13),77.55→0.42 (Δ=77.13),65.85,253.98
1688,216472.84,-5.5969,17.1438,77.51,77.51,0.46,0.46,77.06,77.06,77.51→0.46 (Δ=77.06),77.51→0.46 (Δ=77.06),65.85,253.98
1689,216073.29,-6.3214,17.537,78.4,78.4,0.44,0.44,77.97,77.97,78.40→0.44 (Δ=77.97),78.40→0.44 (Δ=77.97),65.85,253.98
1690,216877.41,-7.7116,17.2042,78.45,78.45,0.49,0.49,77.97,77.97,78.45→0.49 (Δ=77.97),78.45→0.49 (Δ=77.97),65.85,253.98
1691,217991.09,-7.8692,17.3787,77.27,77.27,0.7,0.7,76.57,76.57,77.27→0.70 (Δ=76.57),77.27→0.70 (Δ=76.57),65.85,253.98
1692,218903.39,-7.8202,17.0169,77.47,77.47,0.5,0.5,76.98,76.98,77.47→0.50 (Δ=76.98),77.47→0.50 (Δ=76.98),65.85,253.98
1693,219501.56,-8.216,16.8678,78.31,78.31,0.34,0.34,77.97,77.97,78.31→0.34 (Δ=77.97),78.31→0.34 (Δ=77.97),65.85,253.98
1694,219681.5,-8.0285,16.5871,77.33,77.33,0.63,0.63,76.7,76.7,77.33→0.63 (Δ=76.70),77.33→0.63 (Δ=76.70),65.85,253.98
1695,220094.44,-7.7522,16.5151,78.34,78.34,0.38,0.38,77.97,77.97,78.34→0.38 (Δ=77.97),78.34→0.38 (Δ=77.97),65.85,253.98
1696,220165.1,-7.8297,16.7932,77.06,77.06,0.9,0.9,76.16,76.16,77.06→0.90 (Δ=76.16),77.06→0.90 (Δ=76.16),65.85,253.98
1697,220922.63,-7.7384,16.7933,77.55,77.55,0.41,0.41,77.14,77.14,77.55→0.41 (Δ=77.14),77.55→0.41 (Δ=77.14),65.85,253.98
1698,221226.95,-7.4339,16.9283,78.78,78.78,0.81,0.81,77.97,77.97,78.78→0.81 (Δ=77.97),78.78→0.81 (Δ=77.97),65.85,253.98
1699,220579.06,-6.9057,16.5813,78.52,78.52,0.56,0.56,77.97,77.97,78.52→0.56 (Δ=77.97),78.52→0.56 (Δ=77.97),65.85,253.98
1700,220369.73,-6.2115,16.9594,77.86,77.86,0.1,0.1,77.76,77.76,77.86→0.10 (Δ=77.76),77.86→0.10 (Δ=77.76),65.85,253.98
1701,219877.62,-6.0553,16.8966,77.04,77.04,0.93,0.93,76.11,76.11,77.04→0.93 (Δ=76.11),77.04→0.93 (Δ=76.11),65.85,253.98
1702,218561.82,-6.2369,16.6349,79.33,79.33,1.36,1.36,77.97,77.97,79.33→1.36 (Δ=77.97),79.33→1.36 (Δ=77.97),65.85,253.98
1703,218172.49,-5.9659,17.0473,78.89,78.89,0.93,0.93,77.97,77.97,78.89→0.93 (Δ=77.97),78.89→0.93 (Δ=77.97),65.85,253.98
1704,217051.4,-5.6064,17.1187,79.32,79.32,1.36,1.36,77.97,77.97,79.32→1.36 (Δ=77.97),79.32→1.36 (Δ=77.97),65.85,253.98
1705,216608.84,-5.6106,17.5461,78.15,78.15,0.18,0.18,77.97,77.97,78.15→0.18 (Δ=77.97),78.15→0.18 (Δ=77.97),65.85,253.98
1706,216902.94,-5.9816,17.2936,77.24,77.24,0.73,0.73,76.52,76.52,77.24→0.73 (Δ=76.52),77.24→0.73 (Δ=76.52),65.85,253.98
1707,217377.64,-5.9635,16.6894,78.88,78.88,0.92,0.92,77.97,77.97,78.88→0.92 (Δ=77.97),78.88→0.92 (Δ=77.97),65.85,253.98
1708,216870.32,-6.5548,16.6322,78.15,78.15,0.18,0.18,77.97,77.97,78.15→0.18 (Δ=77.97),78.15→0.18 (Δ=77.97),65.85,253.98
1709,217657.37,-6.2919,16.3056,78.6,78.6,0.63,0.63,77.97,77.97,78.60→0.63 (Δ=77.97),78.60→0.63 (Δ=77.97),65.85,253.98
1710,218544.75,-6.1453,16.5179,79.15,79.15,1.18,1.18,77.97,77.97,79.15→1.18 (Δ=77.97),79.15→1.18 (Δ=77.97),65.85,253.98
1711,217815.23,-6.6691,16.4273,79.91,79.91,1.94,1.94,77.97,77.97,79.91→1.94 (Δ=77.97),79.91→1.94 (Δ=77.97),65.85,253.98
1712,217498.6,-6.4647,16.6386,78.71,78.71,0.75,0.75,77.97,77.97,78.71→0.75 (Δ=77.97),78.71→0.75 (Δ=77.97),65.85,253.98
1713,217769.91,-6.2247,16.9754,78.83,78.83,0.86,0.86,77.97,77.97,78.83→0.86 (Δ=77.97),78.83→0.86 (Δ=77.97),65.85,253.98
1714,217957.79,-6.1313,17.0565,78.54,78.54,0.58,0.58,77.97,77.97,78.54→0.58 (Δ=77.97),78.54→0.58 (Δ=77.97),65.85,253.98
1715,216883.08,-5.9422,17.025,76.79,76.79,1.18,1.18,75.62,75.62,76.79→1.18 (Δ=75.62),76.79→1.18 (Δ=75.62),65.85,253.98
1716,216946.93,-6.0422,17.2938,77.94,77.94,0.03,0.03,77.91,77.91,77.94→0.03 (Δ=77.91),77.94→0.03 (Δ=77.91),65.85,253.98
1717,216412.1,-5.6814,17.1771,79.34,79.34,1.38,1.38,77.97,77.97,79.34→1.38 (Δ=77.97),79.34→1.38 (Δ=77.97),65.85,253.98
1718,215789.7,-5.616,17.4418,75.73,75.73,2.23,2.23,73.5,73.5,75.73→2.23 (Δ=73.50),75.73→2.23 (Δ=73.50),65.85,253.98
1719,216287.7,-5.8584,17.599,77.56,77.56,0.41,0.41,77.14,77.14,77.56→0.41 (Δ=77.14),77.56→0.41 (Δ=77.14),65.85,253.98
1720,217180.56,-6.0442,17.6207,75.94,75.94,2.03,2.03,73.91,73.91,75.94→2.03 (Δ=73.91),75.94→2.03 (Δ=73.91),65.85,253.98
1721,217846.81,-6.6649,17.5508,78.37,78.37,0.41,0.41,77.97,77.97,78.37→0.41 (Δ=77.97),78.37→0.41 (Δ=77.97),65.85,253.98
1722,218725.21,-7.293,17.2786,77.45,77.45,0.52,0.52,76.92,76.92,77.45→0.52 (Δ=76.92),77.45→0.52 (Δ=76.92),65.85,253.98
1723,219137.52,-7.1057,17.1062,79.26,79.26,1.29,1.29,77.97,77.97,79.26→1.29 (Δ=77.97),79.26→1.29 (Δ=77.97),65.85,253.98
1724,219626.61,-7.6091,17.0852,77.7,77.7,0.26,0.26,77.44,77.44,77.70→0.26 (Δ=77.44),77.70→0.26 (Δ=77.44),65.85,253.98
1725,220603.36,-6.9317,16.8449,77.3,77.3,0.66,0.66,76.64,76.64,77.30→0.66 (Δ=76.64),77.30→0.66 (Δ=76.64),65.85,253.98
1726,221060.76,-6.6616,16.9091,77.36,77.36,0.6,0.6,76.76,76.76,77.36→0.60 (Δ=76.76),77.36→0.60 (Δ=76.76),65.85,253.98
1727,221320.05,-6.1198,17.1501,76.92,76.92,1.05,1.05,75.87,75.87,76.92→1.05 (Δ=75.87),76.92→1.05 (Δ=75.87),65.85,253.98
1728,221076.4,-6.3439,16.9821,77.6,77.6,0.36,0.36,77.24,77.24,77.60→0.36 (Δ=77.24),77.60→0.36 (Δ=77.24),65.85,253.98
1729,220731.04,-6.2359,17.2034,78.76,78.76,0.79,0.79,77.97,77.97,78.76→0.79 (Δ=77.97),78.76→0.79 (Δ=77.97),65.85,253.98
1730,220540.52,-5.2385,16.8332,79.02,79.02,1.06,1.06,77.97,77.97,79.02→1.06 (Δ=77.97),79.02→1.06 (Δ=77.97),65.85,253.98
1731,220637.65,-6.027,17.1504,79.09,79.09,1.12,1.12,77.97,77.97,79.09→1.12 (Δ=77.97),79.09→1.12 (Δ=77.97),65.85,253.98
1732,219525.31,-5.9446,17.3843,78.58,78.58,0.61,0.61,77.97,77.97,78.58→0.61 (Δ=77.97),78.58→0.61 (Δ=77.97),65.85,253.98
1733,218168.54,-5.6377,17.5418,78.72,78.72,0.76,0.76,77.97,77.97,78.72→0.76 (Δ=77.97),78.72→0.76 (Δ=77.97),65.85,253.98
1734,217353.27,-5.4622,17.4705,78.75,78.75,0.79,0.79,77.97,77.97,78.75→0.79 (Δ=77.97),78.75→0.79 (Δ=77.97),65.85,253.98
1735,216746.38,-5.4198,17.8286,78.51,78.51,0.55,0.55,77.97,77.97,78.51→0.55 (Δ=77.97),78.51→0.55 (Δ=77.97),65.85,253.98
1736,216481.41,-6.0326,17.5785,77.78,77.78,0.19,0.19,77.58,77.58,77.78→0.19 (Δ=77.58),77.78→0.19 (Δ=77.58),65.85,253.98
1737,216620.49,-6.168,17.3636,78.47,78.47,0.5,0.5,77.97,77.97,78.47→0.50 (Δ=77.97),78.47→0.50 (Δ=77.97),65.85,253.98
1738,217034.74,-7.1226,17.1911,76.77,76.77,1.2,1.2,75.56,75.56,76.77→1.20 (Δ=75.56),76.77→1.20 (Δ=75.56),65.85,253.98
1739,216832.15,-6.5696,17.3415,76.84,76.84,1.13,1.13,75.7,75.7,76.84→1.13 (Δ=75.70),76.84→1.13 (Δ=75.70),65.85,253.98
1740,218054.6,-6.807,17.3895,79.53,79.53,1.56,1.56,77.97,77.97,79.53→1.56 (Δ=77.97),79.53→1.56 (Δ=77.97),65.85,253.98
1741,217433.18,-7.6732,17.1606,77.86,77.86,0.11,0.11,77.75,77.75,77.86→0.11 (Δ=77.75),77.86→0.11 (Δ=77.75),65.85,253.98
1742,217131.81,-7.0543,17.1238,78.75,78.75,0.79,0.79,77.97,77.97,78.75→0.79 (Δ=77.97),78.75→0.79 (Δ=77.97),65.85,253.98
1743,216859.48,-6.6831,17.1625,78.23,78.23,0.27,0.27,77.97,77.97,78.23→0.27 (Δ=77.97),78.23→0.27 (Δ=77.97),65.85,253.98
1744,216938.34,-6.4983,17.3074,78.47,78.47,0.5,0.5,77.97,77.97,78.47→0.50 (Δ=77.97),78.47→0.50 (Δ=77.97),65.85,253.98
1745,216905.08,-6.6616,17.3763,79.24,79.24,1.27,1.27,77.97,77.97,79.24→1.27 (Δ=77.97),79.24→1.27 (Δ=77.97),65.85,253.98
1746,216335.72,-6.5168,17.5546,78.71,78.71,0.75,0.75,77.97,77.97,78.71→0.75 (Δ=77.97),78.71→0.75 (Δ=77.97),65.85,253.98
1747,215841.98,-5.797,17.4474,77.82,77.82,0.15,0.15,77.67,77.67,77.82→0.15 (Δ=77.67),77.82→0.15 (Δ=77.67),65.85,253.98
1748,215776.13,-6.6797,17.3134,78.38,78.38,0.41,0.41,77.97,77.97,78.38→0.41 (Δ=77.97),78.38→0.41 (Δ=77.97),65.85,253.98
1749,216870.93,-7.1866,16.9826,76.64,76.64,1.32,1.32,75.32,75.32,76.64→1.32 (Δ=75.32),76.64→1.32 (Δ=75.32),65.85,253.98
1750,216835.11,-8.4208,17.3981,76.63,76.63,1.34,1.34,75.29,75.29,76.63→1.34 (Δ=75.29),76.63→1.34 (Δ=75.29),65.85,253.98
1751,219000.15,-8.0085,16.9093,78.92,78.92,0.96,0.96,77.97,77.97,78.92→0.96 (Δ=77.97),78.92→0.96 (Δ=77.97),65.85,253.98
1752,219008.14,-8.7452,17.1993,77.07,77.07,0.89,0.89,76.18,76.18,77.07→0.89 (Δ=76.18),77.07→0.89 (Δ=76.18),65.85,253.98
1753,219550.91,-8.6147,16.9645,78.13,78.13,0.16,0.16,77.97,77.97,78.13→0.16 (Δ=77.97),78.13→0.16 (Δ=77.97),65.85,253.98
1754,220778.31,-8.2526,16.9169,78.46,78.46,0.5,0.5,77.97,77.97,78.46→0.50 (Δ=77.97),78.46→0.50 (Δ=77.97),65.85,253.98
1755,221544.23,-7.9797,17.0333,77.95,77.95,0.01,0.01,77.94,77.94,77.95→0.01 (Δ=77.94),77.95→0.01 (Δ=77.94),65.85,253.98
1756,221516.96,-7.8845,17.1916,79.78,79.78,1.81,1.81,77.97,77.97,79.78→1.81 (Δ=77.97),79.78→1.81 (Δ=77.97),65.85,253.98
1757,220845.48,-7.2898,17.0462,77.4,77.4,0.57,0.57,76.83,76.83,77.40→0.57 (Δ=76.83),77.40→0.57 (Δ=76.83),65.85,253.98
1758,221065.02,-7.5698,17.3067,77.74,77.74,0.23,0.23,77.51,77.51,77.74→0.23 (Δ=77.51),77.74→0.23 (Δ=77.51),65.85,253.98
1759,221397.57,-7.3054,17.1686,78.23,78.23,0.26,0.26,77.97,77.97,78.23→0.26 (Δ=77.97),78.23→0.26 (Δ=77.97),65.85,253.98
1760,220010.01,-7.2423,17.1261,78.51,78.51,0.54,0.54,77.97,77.97,78.51→0.54 (Δ=77.97),78.51→0.54 (Δ=77.97),65.85,253.98
1761,219500.11,-6.7865,17.2311,77.46,77.46,0.51,0.51,76.94,76.94,77.46→0.51 (Δ=76.94),77.46→0.51 (Δ=76.94),65.85,253.98
1762,218565.37,-7.0948,17.4949,78.37,78.37,0.4,0.4,77.97,77.97,78.37→0.40 (Δ=77.97),78.37→0.40 (Δ=77.97),65.85,253.98
1763,217438.29,-6.2425,17.3563,79.89,79.89,1.92,1.92,77.97,77.97,79.89→1.92 (Δ=77.97),79.89→1.92 (Δ=77.97),65.85,253.98
1764,216674.49,-6.5199,17.5489,78.21,78.21,0.25,0.25,77.97,77.97,78.21→0.25 (Δ=77.97),78.21→0.25 (Δ=77.97),65.85,253.98
1765,215841.95,-6.2104,17.5803,78.89,78.89,0.92,0.92,77.97,77.97,78.89→0.92 (Δ=77.97),78.89→0.92 (Δ=77.97),65.85,253.98
1766,215536.73,-6.4718,17.5711,79.03,79.03,1.07,1.07,77.97,77.97,79.03→1.07 (Δ=77.97),79.03→1.07 (Δ=77.97),65.85,253.98
1767,214944.72,-7.2145,17.5544,77.45,77.45,0.52,0.52,76.94,76.94,77.45→0.52 (Δ=76.94),77.45→0.52 (Δ=76.94),65.85,253.98
1768,215897.61,-7.7623,17.504,76.94,76.94,1.02,1.02,75.92,75.92,76.94→1.02 (Δ=75.92),76.94→1.02 (Δ=75.92),65.85,253.98
1769,215380.96,-7.6639,17.5313,78.27,78.27,0.31,0.31,77.97,77.97,78.27→0.31 (Δ=77.97),78.27→0.31 (Δ=77.97),65.85,253.98
1770,216179.02,-7.7862,17.4857,79.96,79.96,2.0,2.0,77.97,77.97,79.96→2.00 (Δ=77.97),79.96→2.00 (Δ=77.97),65.85,253.98
1771,216347.56,-7.7688,17.3457,79.09,79.09,1.13,1.13,77.97,77.97,79.09→1.13 (Δ=77.97),79.09→1.13 (Δ=77.97),65.85,253.98
1772,215976.78,-7.8609,17.2475,77.63,77.63,0.34,0.34,77.29,77.29,77.63→0.34 (Δ=77.29),77.63→0.34 (Δ=77.29),65.85,253.98
1773,216675.21,-7.6456,17.2948,80.87,80.87,2.9,2.9,77.97,77.97,80.87→2.90 (Δ=77.97),80.87→2.90 (Δ=77.97),65.85,253.98
1774,215823.48,-7.0754,17.1263,77.52,77.52,0.45,0.45,77.07,77.07,77.52→0.45 (Δ=77.07),77.52→0.45 (Δ=77.07),65.85,253.98
1775,215866.42,-7.3262,17.3577,78.59,78.59,0.63,0.63,77.97,77.97,78.59→0.63 (Δ=77.97),78.59→0.63 (Δ=77.97),65.85,253.98
1776,216152.83,-6.5716,17.5777,78.04,78.04,0.07,0.07,77.97,77.97,78.04→0.07 (Δ=77.97),78.04→0.07 (Δ=77.97),65.85,253.98
1777,215158.1,-6.7549,17.4873,78.13,78.13,0.16,0.16,77.97,77.97,78.13→0.16 (Δ=77.97),78.13→0.16 (Δ=77.97),65.85,253.98
1778,214792.02,-6.3604,17.7225,77.93,77.93,0.03,0.03,77.9,77.9,77.93→0.03 (Δ=77.90),77.93→0.03 (Δ=77.90),65.85,253.98
1779,213959.68,-6.4561,18.0385,79.48,79.48,1.51,1.51,77.97,77.97,79.48→1.51 (Δ=77.97),79.48→1.51 (Δ=77.97),65.85,253.98
1780,214489.14,-6.925,18.0804,77.91,77.91,0.06,0.06,77.85,77.85,77.91→0.06 (Δ=77.85),77.91→0.06 (Δ=77.85),65.85,253.98
1781,215585.82,-7.8381,18.2425,77.81,77.81,0.16,0.16,77.65,77.65,77.81→0.16 (Δ=77.65),77.81→0.16 (Δ=77.65),65.85,253.98
1782,215648.57,-8.3082,17.827,78.0,78.0,0.03,0.03,77.97,77.97,78.00→0.03 (Δ=77.97),78.00→0.03 (Δ=77.97),65.85,253.98
1783,216118.59,-8.7294,17.5823,77.01,77.01,0.95,0.95,76.06,76.06,77.01→0.95 (Δ=76.06),77.01→0.95 (Δ=76.06),65.85,253.98
1784,218009.66,-8.829,17.7882,76.21,76.21,1.75,1.75,74.46,74.46,76.21→1.75 (Δ=74.46),76.21→1.75 (Δ=74.46),65.85,253.98
1785,217798.95,-8.786,17.7662,80.41,80.41,2.44,2.44,77.97,77.97,80.41→2.44 (Δ=77.97),80.41→2.44 (Δ=77.97),65.85,253.98
1786,218591.88,-8.3137,17.6285,75.93,75.93,2.03,2.03,73.9,73.9,75.93→2.03 (Δ=73.90),75.93→2.03 (Δ=73.90),65.85,253.98
1787,218521.87,-8.414,17.708,77.37,77.37,0.59,0.59,76.78,76.78,77.37→0.59 (Δ=76.78),77.37→0.59 (Δ=76.78),65.85,253.98
1788,219362.15,-8.0375,17.6632,77.06,77.06,0.91,0.91,76.15,76.15,77.06→0.91 (Δ=76.15),77.06→0.91 (Δ=76.15),65.85,253.98
1789,218798.1,-7.4668,17.6521,76.58,76.58,1.39,1.39,75.19,75.19,76.58→1.39 (Δ=75.19),76.58→1.39 (Δ=75.19),65.85,253.98
1790,218651.43,-7.5421,17.634,78.27,78.27,0.3,0.3,77.97,77.97,78.27→0.30 (Δ=77.97),78.27→0.30 (Δ=77.97),65.85,253.98
1791,218583.02,-7.928,17.8094,78.62,78.62,0.65,0.65,77.97,77.97,78.62→0.65 (Δ=77.97),78.62→0.65 (Δ=77.97),65.85,253.98
1792,218190.25,-7.3365,18.0746,76.43,76.43,1.54,1.54,74.88,74.88,76.43→1.54 (Δ=74.88),76.43→1.54 (Δ=74.88),65.85,253.98
1793,217183.25,-7.2192,18.2065,78.27,78.27,0.31,0.31,77.97,77.97,78.27→0.31 (Δ=77.97),78.27→0.31 (Δ=77.97),65.85,253.98
1794,217508.31,-7.9607,18.1043,76.92,76.92,1.05,1.05,75.87,75.87,76.92→1.05 (Δ=75.87),76.92→1.05 (Δ=75.87),65.85,253.98
1795,216722.42,-7.6146,18.5116,76.35,76.35,1.61,1.61,74.74,74.74,76.35→1.61 (Δ=74.74),76.35→1.61 (Δ=74.74),65.85,253.98
1796,216785.8,-8.388,18.361,76.76,76.76,1.21,1.21,75.55,75.55,76.76→1.21 (Δ=75.55),76.76→1.21 (Δ=75.55),65.85,253.98
1797,216522.88,-8.2047,18.2931,78.12,78.12,0.16,0.16,77.97,77.97,78.12→0.16 (Δ=77.97),78.12→0.16 (Δ=77.97),65.85,253.98
1798,216184.33,-9.1678,18.5245,77.69,77.69,0.28,0.28,77.41,77.41,77.69→0.28 (Δ=77.41),77.69→0.28 (Δ=77.41),65.85,253.98
1799,216403.61,-8.9655,18.4218,76.58,76.58,1.39,1.39,75.19,75.19,76.58→1.39 (Δ=75.19),76.58→1.39 (Δ=75.19),65.85,253.98
1800,217064.17,-8.0442,18.3478,77.44,77.44,0.53,0.53,76.92,76.92,77.44→0.53 (Δ=76.92),77.44→0.53 (Δ=76.92),65.85,253.98
1801,217759.99,-9.0405,18.3492,77.39,77.39,0.58,0.58,76.81,76.81,77.39→0.58 (Δ=76.81),77.39→0.58 (Δ=76.81),65.85,253.98
1802,218781.84,-8.9563,18.2369,78.56,78.56,0.59,0.59,77.97,77.97,78.56→0.59 (Δ=77.97),78.56→0.59 (Δ=77.97),65.85,253.98
1803,218320.72,-8.4173,18.6844,77.9,77.9,0.07,0.07,77.83,77.83,77.90→0.07 (Δ=77.83),77.90→0.07 (Δ=77.83),65.85,253.98
1804,218674.09,-8.3269,18.4285,77.89,77.89,0.08,0.08,77.82,77.82,77.89→0.08 (Δ=77.82),77.89→0.08 (Δ=77.82),65.85,253.98
1805,218489.08,-8.1898,18.2576,75.98,75.98,1.99,1.99,73.99,73.99,75.98→1.99 (Δ=73.99),75.98→1.99 (Δ=73.99),65.85,253.98
1806,218125.69,-8.1188,18.249,78.46,78.46,0.5,0.5,77.97,77.97,78.46→0.50 (Δ=77.97),78.46→0.50 (Δ=77.97),65.85,253.98
1807,218570.55,-8.2898,18.4072,78.58,78.58,0.62,0.62,77.97,77.97,78.58→0.62 (Δ=77.97),78.58→0.62 (Δ=77.97),65.85,253.98
1808,219660.17,-8.9385,17.9286,77.44,77.44,0.53,0.53,76.91,76.91,77.44→0.53 (Δ=76.91),77.44→0.53 (Δ=76.91),65.85,253.98
1809,221416.01,-8.9127,17.3147,75.92,75.92,2.05,2.05,73.87,73.87,75.92→2.05 (Δ=73.87),75.92→2.05 (Δ=73.87),65.85,253.98
1810,221572.13,-9.1593,17.6314,76.92,76.92,1.05,1.05,75.87,75.87,76.92→1.05 (Δ=75.87),76.92→1.05 (Δ=75.87),65.85,253.98
1811,222739.1,-8.9504,17.1872,77.45,77.45,0.51,0.51,76.94,76.94,77.45→0.51 (Δ=76.94),77.45→0.51 (Δ=76.94),65.85,253.98
1812,223319.68,-8.9411,17.3755,79.65,79.65,1.68,1.68,77.97,77.97,79.65→1.68 (Δ=77.97),79.65→1.68 (Δ=77.97),65.85,253.98
1813,223030.2,-8.8664,17.3636,77.76,77.76,0.2,0.2,77.56,77.56,77.76→0.20 (Δ=77.56),77.76→0.20 (Δ=77.56),65.85,253.98
1814,223526.45,-8.6922,17.4066,79.52,79.52,1.55,1.55,77.97,77.97,79.52→1.55 (Δ=77.97),79.52→1.55 (Δ=77.97),65.85,253.98
1815,224084.73,-8.2726,17.247,77.73,77.73,0.24,0.24,77.5,77.5,77.73→0.24 (Δ=77.50),77.73→0.24 (Δ=77.50),65.85,253.98
1816,224187.72,-8.2527,17.4943,77.87,77.87,0.1,0.1,77.77,77.77,77.87→0.10 (Δ=77.77),77.87→0.10 (Δ=77.77),65.85,253.98
1817,223713.08,-8.0181,17.5238,78.66,78.66,0.69,0.69,77.97,77.97,78.66→0.69 (Δ=77.97),78.66→0.69 (Δ=77.97),65.85,253.98
1818,223878.83,-7.2537,17.4844,79.06,79.06,1.09,1.09,77.97,77.97,79.06→1.09 (Δ=77.97),79.06→1.09 (Δ=77.97),65.85,253.98
1819,223811.71,-7.1858,17.6324,77.08,77.08,0.89,0.89,76.18,76.18,77.08→0.89 (Δ=76.18),77.08→0.89 (Δ=76.18),65.85,253.98
1820,223172.77,-7.3869,17.6358,77.97,77.97,0.01,0.01,77.97,77.97,77.97→0.01 (Δ=77.97),77.97→0.01 (Δ=77.97),65.85,253.98
1821,223119.34,-7.1585,17.6525,77.46,77.46,0.51,0.51,76.95,76.95,77.46→0.51 (Δ=76.95),77.46→0.51 (Δ=76.95),65.85,253.98
1822,223073.65,-7.1011,17.8296,78.68,78.68,0.72,0.72,77.97,77.97,78.68→0.72 (Δ=77.97),78.68→0.72 (Δ=77.97),65.85,253.98
1823,221683.51,-7.201,17.9863,76.91,76.91,1.05,1.05,75.86,75.86,76.91→1.05 (Δ=75.86),76.91→1.05 (Δ=75.86),65.85,253.98
1824,220912.19,-6.751,18.4043,79.72,79.72,1.76,1.76,77.97,77.97,79.72→1.76 (Δ=77.97),79.72→1.76 (Δ=77.97),65.85,253.98
1825,220622.19,-6.6111,18.6256,77.26,77.26,0.71,0.71,76.56,76.56,77.26→0.71 (Δ=76.56),77.26→0.71 (Δ=76.56),65.85,253.98
1826,220871.56,-7.1462,18.417,77.53,77.53,0.44,0.44,77.09,77.09,77.53→0.44 (Δ=77.09),77.53→0.44 (Δ=77.09),65.85,253.98
